N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
-10;2;5.143905433312368;6.450160622625474;0.6050422635031542;24.530038275551068;4.151651416978184;10.69075870513916;0.31502819061279297;51
-10;3;7.339862117143172;7.261406364701199;0.6050422635031542;19.21787880220527;4.020909921039659;2.8008642196655273;0.31460142135620117;69
-10;4;5.862756697010216;7.17236883683761;0.6050422635031542;25.063150873655626;4.6678207417941175;2.360076665878296;0.32097816467285156;95
-10;5;8.002513491173822;9.522435277470914;0.14662354219224188;44.5235162018413;7.914006084033564;0.9134330749511719;0.35933566093444824;244
-10;6;11.152726572454235;11.12106957668274;0.14662354219224188;41.34538390469063;7.249283667646558;0.852614164352417;0.39680004119873047;382
-10;7;11.356485964777189;13.150476892945813;0.25442066789080087;42.20592033211824;10.01510380873404;0.46404266357421875;0.49890756607055664;739
-10;8;11.148236473956683;16.228150460750538;0.25442066789080087;44.49633720376598;13.689552161172196;0.36484313011169434;0.7823154926300049;1631
-10;9;13.632104653176045;20.183947635745884;0.11265593914658235;53.42613257141947;16.761813875486354;0.170487642288208;1.2453842163085938;3304
-11;0;5.505182366426446;6.53963345969176;0.6050422635031542;28.065310068180697;4.265279094047607;16.832085132598877;0.34351611137390137;31
-11;1;5.687758910875235;6.8801449427902;0.23705007909722353;28.065310068180697;4.682683947619119;12.013672113418579;0.33817100524902344;41
-11;2;5.066868725613498;6.559142061647678;0.6050422635031542;28.065310068180697;4.73983382371728;10.78803539276123;0.33705711364746094;47
-11;3;6.647552313954906;7.469885114720793;0.6050422635031542;28.5266171599657;4.886823452165667;3.428609848022461;0.33901000022888184;60
-11;4;7.328556815153506;7.983841715311422;0.6050422635031542;25.288503089348715;5.6008834647429016;2.6936850547790527;0.3439946174621582;73
-11;5;5.505182366426446;6.88101274315436;0.23705007909722353;26.77246006105202;4.775966792523889;1.881878137588501;0.3726058006286621;157
-11;6;10.992772760900237;11.5577273964338;0.14662354219224188;42.6046557448831;8.154872763734353;1.0272705554962158;0.4108595848083496;266
-11;7;10.969393094497526;12.404058656655225;0.14662354219224188;41.02759332255091;9.21701366007847;0.4215667247772217;0.4564969539642334;436
-11;8;11.361772389168578;15.84335388025359;0.34830249155726684;44.49633720376598;12.417690146282423;0.36473894119262695;0.5985634326934814;856
-11;9;11.602881360408563;20.89778449787087;0.4486431599835203;123.42995665461443;19.473297441840764;0.31755924224853516;0.9160363674163818;1746
-11;10;19.4247405094213;28.027062355533726;0.3066179677138939;110.51194815968996;26.605884993104322;0.11765217781066895;1.5780997276306152;3692
-12;0;5.416221378588283;6.613959288960127;0.6050422635031542;28.065310068180697;4.551301577217943;9.637104749679565;0.361922025680542;31
-12;1;5.627403519958101;6.62726628548791;0.6050422635031542;21.821034627080586;3.9989820401258216;6.136188983917236;0.3596014976501465;36
-12;2;5.622438842244928;6.753606363970689;0.7534647511662435;28.065310068180697;4.520473017487075;5.4941246509552;0.3609962463378906;43
-12;3;5.568581177892576;6.685038856723868;0.6244457262244623;28.065310068180697;4.381267954740892;4.921065330505371;0.35866332054138184;52
-12;4;7.109278169523993;8.047859614767532;0.6050422635031542;24.91874703612975;5.592612001347882;3.391709327697754;0.36777520179748535;61
-12;5;7.112377173717764;7.819718989186454;0.6112009019136031;28.293781302445677;5.213814415961031;2.5103514194488525;0.3873014450073242;122
-12;6;9.807467510995995;9.849303327007148;0.23705007909722353;26.417332131694348;6.116130567256632;1.1468908786773682;0.41686511039733887;197
-12;7;11.82873932545796;16.273569169533324;0.14662354219224188;45.61684601710345;13.51697972322812;0.3529698848724365;0.4409174919128418;290
-12;8;11.448460048268274;17.8917338948533;0.14662354219224188;45.97716876408604;14.639263711728907;0.20230579376220703;0.5260260105133057;504
-12;9;11.11451371965671;20.13949499634295;0.39438991651664607;53.80811927772844;17.911378625124375;0.17867565155029297;0.7073347568511963;962
-12;10;19.265629580859663;26.166904754584518;0.10751500153725392;108.67373371834438;22.584530825315166;0.11776900291442871;1.1077721118927002;2007
-12;11;27.574232473640627;26.87672929306793;0.10751500153725392;94.81478008037566;22.73794718049951;0.10485100746154785;2.0109095573425293;4308
-13;0;5.416221378588283;6.550809622194791;0.6050422635031542;23.590544796432745;4.308617557956994;9.758649826049805;0.3803269863128662;30
-13;1;5.818855205059142;6.980954873888143;0.6050422635031542;21.859857514688887;4.470490427497539;6.968395471572876;0.3837153911590576;35
-13;2;5.442992549131317;6.466291481716802;0.6050422635031542;21.821034627080586;4.052468663742651;5.413352727890015;0.384462833404541;40
-13;3;5.886313416206149;6.956376287450198;0.7534647511662435;18.9736563700997;4.100900076966367;4.401883125305176;0.38756418228149414;49
-13;4;7.169244679121038;8.104151723523811;0.6050422635031542;24.91874703612975;5.475599099720873;3.5101237297058105;0.3864278793334961;53
-13;5;6.979329053644237;7.965648431575693;0.6050422635031542;24.91874703612975;5.233505901079603;3.8737807273864746;0.41371679306030273;104
-13;6;9.262153607194668;9.636045423556883;0.6112009019136031;26.376156434268424;6.231059753794752;1.968733787536621;0.4345247745513916;155
-13;7;7.788764564032047;10.342348990268716;0.41207299489896787;41.151984201493846;8.282860349785492;0.7815616130828857;0.45244359970092773;216
-13;8;11.406636763557096;18.661985341003316;0.6112009019136031;50.91701631818433;15.404116074118562;0.2828178405761719;0.5016500949859619;337
-13;9;11.340278830660544;20.523491685202774;0.15973761493460953;53.80811927772844;18.180433172448105;0.17181611061096191;0.5973503589630127;561
-13;10;11.353524417421003;23.05367551547128;0.41551125803708894;81.45991825582074;21.483708602391783;0.1308269500732422;0.8386826515197754;1110
-13;11;15.753731760553775;24.28455863846842;0.41551125803708894;93.29447617090264;20.625359894181656;0.109161376953125;1.2945523262023926;2203
-13;12;12.143866889135145;26.87316430699202;0.3066179677138939;105.20438613382821;25.165502240608696;0.09756660461425781;2.3760480880737305;4654
