N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C;CL Time
7;-11;5.701096385784061;6.289926881516279;0.1732887763243784;53.280353123829805;4.082250457191839;2.6383872032165527;0.30157041549682617;178;1.8914380073547363
8;-11;5.685068161420766;6.2590870668926755;0.1732887763243784;29.34573272215229;3.836894001206277;2.505052089691162;0.3072528839111328;178;1.8839149475097656
9;-11;5.582161678059866;6.244858498803309;0.1732887763243784;29.34573272215229;3.8080011438536596;2.535055160522461;0.31400275230407715;178;1.8863749504089355
1;-12;5.667541706948431;6.313010855574667;0.1732887763243784;24.39648599696275;4.001504683503982;7.379130840301514;0.267179012298584;178;2.1251437664031982
2;-12;5.718568789478712;6.273223437385302;0.1732887763243784;29.28880381647568;3.9415194572178422;5.472602844238281;0.2731006145477295;178;2.1068334579467773
3;-12;5.706681369237274;6.248469609106143;0.1732887763243784;26.1202034639855;3.8378791253764013;4.394134998321533;0.27886414527893066;178;2.109037399291992
4;-12;5.6784706567877805;6.247353166791129;0.1732887763243784;26.1202034639855;3.868920328352754;3.587614059448242;0.28424692153930664;178;2.117539644241333
5;-12;5.582161678059866;6.213554983753731;0.1732887763243784;26.1202034639855;3.8311765851698567;3.2073419094085693;0.2910904884338379;178;2.114661931991577
6;-12;5.68586308861726;6.2475953987187465;0.1732887763243784;24.079410893956677;3.831240416459922;2.8845744132995605;0.29634857177734375;178;2.103743553161621
7;-12;5.68586308861726;6.282694571746784;0.1732887763243784;41.523439513123186;4.008351457678287;2.740312099456787;0.30188751220703125;178;2.122955560684204
8;-12;5.680008802810077;6.2461448396896255;0.1732887763243784;24.079410893956677;3.817921727299455;2.6395788192749023;0.3097500801086426;178;2.1198065280914307
9;-12;5.574271252818605;6.216774639333464;0.1732887763243784;24.079410893956677;3.7836719498557057;2.6727871894836426;0.31410884857177734;178;2.1273021697998047
1;-13;5.612931497889499;6.261457386102174;0.1732887763243784;24.39648599696275;3.898584511208706;7.477193355560303;0.268601655960083;178;2.3691799640655518
2;-13;5.6977652636801235;6.186638065028253;0.1732887763243784;26.1202034639855;3.811244841563372;5.520848989486694;0.27515220642089844;178;2.3481245040893555
3;-13;5.5626009204328115;6.142956481706653;0.1732887763243784;26.1202034639855;3.773750542735182;4.463382720947266;0.2781198024749756;178;2.4064748287200928
4;-13;5.549099025968099;6.176889562789025;0.1732887763243784;26.572881458359;3.8094064776035625;3.659351110458374;0.2867879867553711;178;2.3633718490600586
5;-13;5.549099025968099;6.176742612389535;0.1732887763243784;26.572881458359;3.822131337419431;3.301497459411621;0.2913243770599365;178;2.3655200004577637
6;-13;5.574271252818605;6.240457238206421;0.1732887763243784;26.572881458359;3.853126380954076;2.9847705364227295;0.2984914779663086;178;2.356670379638672
7;-13;5.582161678059866;6.269928914475618;0.1732887763243784;37.05129591525781;3.984710464426141;2.8701541423797607;0.30413293838500977;178;2.3638739585876465
8;-13;5.568799601350368;6.265792519587466;0.1732887763243784;26.572881458359;3.8710871687116284;2.7433218955993652;0.31100034713745117;178;2.3628995418548584
9;-13;5.549099025968099;6.2452544356506925;0.1732887763243784;26.572881458359;3.847588224369375;2.7865145206451416;0.31647729873657227;178;2.37919020652771
1;-14;5.607720481621759;6.250779574836815;0.1732887763243784;22.80685267633393;3.8839341003803987;7.497122049331665;0.2713322639465332;178;2.6192362308502197
2;-14;5.612931497889499;6.16563024728161;0.1732887763243784;26.1202034639855;3.779943529673961;5.553018093109131;0.2742452621459961;178;2.6301167011260986
3;-14;5.540983667184002;6.11608126812384;0.1732887763243784;26.1202034639855;3.7471896564984224;4.549427032470703;0.2828800678253174;178;2.6372439861297607
4;-14;5.470831746635976;6.160503616458171;0.1732887763243784;26.572881458359;3.799249937614626;3.7027928829193115;0.2856709957122803;178;2.6314594745635986
5;-14;5.547819413968;6.199092746021399;0.1732887763243784;26.572881458359;3.8438402771646363;3.3991894721984863;0.2936577796936035;178;2.6232786178588867
6;-14;5.549099025968099;6.246059776867819;0.1732887763243784;26.572881458359;3.865529731802327;3.1041922569274902;0.2977871894836426;178;2.628711223602295
7;-14;5.574271252818619;6.2521620235516755;0.1732887763243784;26.572881458359;3.870934776462917;2.9873077869415283;0.30797457695007324;178;2.674858808517456
8;-14;5.556302727533844;6.24698112278317;0.1732887763243784;26.572881458359;3.8661186248979758;2.8788704872131348;0.312788724899292;178;2.6259186267852783
9;-14;5.556302727533844;6.240447059192875;0.1732887763243784;26.572881458359;3.834217552680446;2.9484002590179443;0.3199453353881836;178;2.6384596824645996
